"Notes"	"State"	"State Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Race"	"Race Code"	"Gender"	"Gender Code"	"Cause of death"	"Cause of death Code"	Deaths	Population	Crude Rate
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	70	1611955	4.3
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	80	1611955	5.0
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	66	1611955	4.1
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	16	1611955	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	379	1611955	23.5
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	20	1611955	1.2
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	262	1611955	16.3
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with neurological complications"	"E14.4"	10	1611955	Unreliable
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	207	1611955	12.8
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	40	1611955	2.5
	"Maryland"	"24"	"75-84 years"	"75-84"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1452	1611955	90.1
	"Maryland"	"24"	"85+ years"	"85+"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	19	37945	Unreliable
	"Maryland"	"24"	"85+ years"	"85+"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	44	37945	116.0
	"Maryland"	"24"	"85+ years"	"85+"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	17	23684	Unreliable
	"Maryland"	"24"	"85+ years"	"85+"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	34	23684	143.6
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	26	259842	10.0
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	43	259842	16.5
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	32	259842	12.3
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	171	259842	65.8
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	124	259842	47.7
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	132	259842	50.8
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	18	259842	Unreliable
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	652	259842	250.9
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	24	99596	24.1
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	67	99596	67.3
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	66	99596	66.3
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	31	99596	31.1
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	15	99596	Unreliable
	"Maryland"	"24"	"85+ years"	"85+"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	264	99596	265.1
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E10.5"	11	1123545	Unreliable
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	59	1123545	5.3
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	92	1123545	8.2
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	45	1123545	4.0
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	12	1123545	Unreliable
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	435	1123545	38.7
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with coma"	"E14.0"	16	1123545	Unreliable
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	31	1123545	2.8
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	180	1123545	16.0
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	148	1123545	13.2
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with other specified complications"	"E14.6"	13	1123545	Unreliable
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	25	1123545	2.2
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	1467	1123545	130.6
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	48	541184	8.9
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	82	541184	15.2
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	34	541184	6.3
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	278	541184	51.4
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	193	541184	35.7
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with neurological complications"	"E14.4"	10	541184	Unreliable
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	100	541184	18.5
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	21	541184	3.9
	"Maryland"	"24"	"85+ years"	"85+"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	879	541184	162.4
	"Massachusetts"	"25"	"15-24 years"	"15-24"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	10	8244297	Unreliable
	"Massachusetts"	"25"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	12	8076021	Unreliable
	"Massachusetts"	"25"	"25-34 years"	"25-34"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	24	8076021	0.3
	"Massachusetts"	"25"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	30	8020432	0.4
	"Massachusetts"	"25"	"25-34 years"	"25-34"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	25	8020432	0.3
	"Massachusetts"	"25"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	14	892208	Unreliable
	"Massachusetts"	"25"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	14	812580	Unreliable
	"Massachusetts"	"25"	"35-44 years"	"35-44"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	34	812580	4.2
	"Massachusetts"	"25"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	27	8717473	0.3
	"Massachusetts"	"25"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	25	8717473	0.3
	"Massachusetts"	"25"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	13	8717473	Unreliable
	"Massachusetts"	"25"	"35-44 years"	"35-44"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	86	8717473	1.0
	"Massachusetts"	"25"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	36	8443008	0.4
	"Massachusetts"	"25"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	61	8443008	0.7
	"Massachusetts"	"25"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	17	8443008	Unreliable
	"Massachusetts"	"25"	"35-44 years"	"35-44"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	151	8443008	1.8
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	13	489453	Unreliable
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	10	768423	Unreliable
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	40	768423	5.2
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	15	698148	Unreliable
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	16	698148	Unreliable
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	16	698148	Unreliable
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	70	698148	10.0
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	12	9383238	Unreliable
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	50	9383238	0.5
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	30	9383238	0.3
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	37	9383238	0.4
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	35	9383238	0.4
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	10	9383238	Unreliable
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	10	9383238	Unreliable
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	301	9383238	3.2
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	17	8930561	Unreliable
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	88	8930561	1.0
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	11	8930561	Unreliable
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	74	8930561	0.8
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	84	8930561	0.9
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	71	8930561	0.8
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	33	8930561	0.4
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	17	8930561	Unreliable
	"Massachusetts"	"25"	"45-54 years"	"45-54"	"White"	"2106-3"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	642	8930561	7.2
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"Asian or Pacific Islander"	"A-PI"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	18	348297	Unreliable
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"Asian or Pacific Islander"	"A-PI"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	20	310734	6.4
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	17	549725	Unreliable
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	19	549725	Unreliable
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	101	549725	18.4
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	10	467121	Unreliable
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	20	467121	4.3
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	11	467121	Unreliable
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	39	467121	8.3
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	11	467121	Unreliable
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"Black or African American"	"2054-5"	"Male"	"M"	"Unspecified diabetes mellitus, without complications"	"E14.9"	153	467121	32.8
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	21	7933978	0.3
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	76	7933978	1.0
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	23	7933978	0.3
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	12	7933978	Unreliable
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	87	7933978	1.1
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with ketoacidosis"	"E14.1"	51	7933978	0.6
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with renal complications"	"E14.2"	85	7933978	1.1
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with peripheral circulatory complications"	"E14.5"	50	7933978	0.6
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, with multiple complications"	"E14.7"	12	7933978	Unreliable
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Female"	"F"	"Unspecified diabetes mellitus, without complications"	"E14.9"	670	7933978	8.4
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, with renal complications"	"E10.2"	19	7344866	Unreliable
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Insulin-dependent diabetes mellitus, without complications"	"E10.9"	140	7344866	1.9
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with renal complications"	"E11.2"	41	7344866	0.6
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with peripheral circulatory complications"	"E11.5"	13	7344866	Unreliable
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, with multiple complications"	"E11.7"	12	7344866	Unreliable
	"Massachusetts"	"25"	"55-64 years"	"55-64"	"White"	"2106-3"	"Male"	"M"	"Non-insulin-dependent diabetes mellitus, without complications"	"E11.9"	231	7344866	3.1
